osm_id;nom;operateur;latitude;longitude;ville;quartier;adresse;region;numero_autorisation;date_autorisation;statut;type_infrastructure;sous_type;osm_type;remarques
node/454902345;"Mobyl Petrolium";"Mobyl Petrolium";3.8061058;11.5091465;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/619707588;Total;;4.4310152;14.3649783;;;;Est;;;historique_autorise;station_service;implantation;node;
node/619707593;"Station sans nom";;4.4334726;14.3617925;;;;Est;;;historique_autorise;station_service;implantation;node;
node/909265827;Oilibya;Oilibya;3.8718587;11.5244039;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/909317722;MRS;MRS;3.8865273;11.5307399;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/927194907;Tradex;Tradex;3.7951455;11.4931636;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/1012761717;SOCAEPE;;3.8620974;11.585595;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/1068916294;"Total Filling Station";Total;5.9865915;10.4345678;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/2017412464;"Total Carrefour EMIA";Total;3.8626712;11.5039705;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/2125013207;TOTAL;Total;4.958835;9.9392266;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/2125013308;"Station sans nom";Total;5.9447666;10.1629071;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/2183643556;"Station sans nom";;5.2794403;9.9757242;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/2183643580;BOCOM;;5.4350589;10.0394662;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/2275945924;"TOTAL Station";MRS;5.1403835;10.5227599;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/2287953050;Bocom;;4.24056;13.45399;;;;Est;;;historique_autorise;station_service;implantation;node;
node/2287953051;BOCOM;;4.3786025;13.5773071;;;;Est;;;historique_autorise;station_service;implantation;node;
node/2303494207;"Texaco Messa";Texaco;3.8724342;11.5025695;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/2443599599;Tradex;;4.0925705;9.7521566;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/2543948982;Neptune;;3.8505688;11.5006237;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/2608218005;MRS;;4.0592799;9.2344268;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/2993783984;"Oilibya Bonamoussadi";;4.0851023;9.733334;Douala;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/2993795424;"TOTAL Bonamoussadi 1";TOTAL;4.0864022;9.7345574;Douala;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3029261950;Total;Total;5.6794288;10.2084433;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/3056587768;Oilibya;;4.0534268;9.7049499;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587769;Oilibya;Oilibya;4.0269939;9.6877812;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587770;Petrolex;Petrolex;4.0360903;9.698604;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587771;MRS;;4.0191113;9.7221723;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587772;Texaco;;4.0277255;9.6890475;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587773;Texaco;Texaco;4.0414052;9.6873557;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587774;Texaco;;4.0427586;9.7077224;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587775;Texaco;Texaco;4.0439574;9.7056735;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587776;Texaco;;4.05609;9.6954752;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587777;MRS;;4.0581088;9.7010305;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587780;Total;Total;4.0156066;9.7265943;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587781;"TOTAL Manga Bell";TOTAL;4.03661;9.7013101;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587782;Total;Total;4.040596;9.6870033;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587783;"TOTAL Jomat";TOTAL;4.0427373;9.7065176;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587784;"TOTAL Bonalembé";TOTAL;4.0434796;9.7107351;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587786;"TOTAL Laquintinie";TOTAL;4.0494728;9.7042089;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587787;"TOTAL Carrefour Z";TOTAL;4.0547778;9.7493386;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587788;Total;;4.056584;9.6991532;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3056587789;"TOTAL Bessengué";TOTAL;4.0568302;9.7088375;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3116261380;MRS;;7.3210936;13.5842226;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/3236015623;MRS;;5.4955121;10.3991268;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/3368185402;"Station sans nom";;6.4660288;12.6256044;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/3393999520;Oilibya;Oilibya;4.7321028;11.2222004;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/3395107286;MRS;MRS;4.7379313;11.221035;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/3604543340;"Total Elig-Essono";TOTAL;3.870397;11.5239792;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/3623018689;"Neptune Oil";;3.8690435;11.5601862;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/3623412472;"Neptune Oil";;3.858375;11.5760088;;;"Rue 4.561";Centre;;;historique_autorise;station_service;implantation;node;
node/3623445775;BOCOM;;3.8632783;11.6010062;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/3636668048;"Oil Libya";;7.3339837;13.5874693;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/3637104936;MRS;;7.2930943;13.5565745;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/3637599044;TOTAL;;5.8884517;14.5479613;;;;Est;;;historique_autorise;station_service;implantation;node;
node/3637621459;TOTAL;;6.5226845;14.2819591;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/3690164372;"TOTAL Buéa";TOTAL;4.1521084;9.2942288;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3690570480;Bocom;;4.1458258;9.303322;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3704270131;"Station sans nom";;4.1638243;9.2989822;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/3805350043;Total;;5.1545555;10.1684166;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/3810629800;"Station sans nom";;5.6551494;10.6113625;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/3810629801;"Station sans nom";;5.6562064;10.6102682;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/3813631291;Petrolex;;5.4325299;10.4199957;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/3813631292;"Bocom Mbouo";;5.4394108;10.4197261;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/3898603105;"Station sans nom";;4.0964969;9.3126234;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4097760301;Tradex;Tradex;4.5613549;13.6431113;;;;Est;;;historique_autorise;station_service;implantation;node;
node/4163604658;Bocom;;4.0026266;9.8127009;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4163605093;Blessing;;3.9968505;9.8275824;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4163644189;"Total Energies";;4.0035305;9.8531582;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4198317990;"Station Neptune";;4.0969057;9.7534095;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4199819489;MRS;;4.0968193;9.7491829;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4215091493;Gulfin;;3.8404671;11.4770008;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/4237488432;"Station Petrol";;5.4803861;10.4139275;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/4254428691;"Station Shel";;10.6021112;14.3444284;;;;Extrême-Nord;;;historique_autorise;station_service;implantation;node;
node/4258349443;Total;;5.9543583;10.1466441;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/4258349444;MRS;;5.9543965;10.1473163;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/4307758689;Total;;5.9544017;10.1468489;;;"Hospital Roundabout";Ouest;;;historique_autorise;station_service;implantation;node;
node/4322947861;PETROLEX;PETROLEX;3.8478847;11.482905;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/4355986395;"TOTAL Wouri 2";TOTAL;4.0634722;9.7064056;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4356068292;"TOTAL Besseke";TOTAL;4.047752;9.6899852;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4356102190;Total;;4.0637534;9.7068598;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4356187621;Oilibya;Oilibya;4.0365269;9.6904713;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4367561021;Total;TOTAL;3.8101154;11.4904264;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/4381907389;"Green Oil";;3.8203963;11.5148993;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/4381912189;"Bota Oil";;3.7847432;11.462674;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/4382170114;"TOTAL Maképé";TOTAL;4.077006;9.7510823;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4393873414;"TOTAL Bonateki 2";TOTAL;4.0705969;9.7141088;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4394643454;"TOTAL Bonamoussadi 2";TOTAL;4.0842621;9.7325975;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4402478177;MRS;;4.0643043;9.7142478;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4407233300;"Total ODZA";;3.7863497;11.5244642;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/4409782194;"Total ndop";;5.9881986;10.4352127;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/4410507090;"Station sans nom";;4.0019502;9.8122784;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4411830697;"Petrol Station Santa";;5.8062582;10.1613318;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/4413057632;Tradex;;4.0441155;9.743154;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4413360078;"Alpha oil";;4.060799;9.7847;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4413468051;"MRS Village";;4.008832;9.7412931;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4413468067;MRS;;4.0068611;9.7529709;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4413468079;"Tradex Yassa";;4.0008474;9.8049658;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4413468289;"TOTAL Cité des Palmiers";;4.0480436;9.761597;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4414657919;"TOTAL Logbaba";TOTAL;4.0372883;9.7608426;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4414657923;Gulfin;;4.0327345;9.7661641;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4414699604;"Total Ndokoti";;4.0412483;9.7455508;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4414699618;Bocom;;4.0356146;9.7527411;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4415137594;Neptune;;4.0347886;9.7786334;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4447581361;Socamit;;4.0295123;9.7903108;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4449200634;Afrigaz;;4.0860991;9.6660779;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4470305285;"Green oil";;3.8577444;11.5820319;;;"Rue 4.258";Centre;;;historique_autorise;station_service;implantation;node;
node/4508726764;"Station sans nom";GULFIN;3.8177317;11.4977806;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/4529280336;"Ola Energy";;3.799109;10.1299124;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4529280337;MRS;;3.7992808;10.1295424;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4562105439;Total;;5.1523796;10.157344;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/4590235592;"Blessing loum(carrefour tombel)";;4.7209463;9.7224121;;;"Douala-Bafoussam (N5)";Littoral;;;historique_autorise;station_service;implantation;node;
node/4590270492;"TOTAL(place de fêtes de loum)";;4.7217493;9.731533;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4590301497;"Camoco loum";;4.715504;9.7218319;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/4674930591;Tradex;;9.3444989;13.4308519;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/4682168167;SAHEL;;7.3230121;13.5614693;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/4726512872;MRS;;5.1214428;9.9482744;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/4746498445;"Green Oil";"Green Oil";4.5512514;13.6210926;;;;Est;;;historique_autorise;station_service;implantation;node;
node/4746498447;Oilibya;Oilibya;4.5660531;13.6499531;;;;Est;;;historique_autorise;station_service;implantation;node;
node/4746505871;"Total Bonis";TOTAL;4.5296054;13.6115524;;;;Est;;;historique_autorise;station_service;implantation;node;
node/4746516179;"Confex Oil";;3.9896609;13.1736988;Abong-Mbang;;;Est;;;historique_autorise;station_service;implantation;node;
node/4778527478;Total;Total;2.385707;11.273517;;;;Sud;;;historique_autorise;station_service;implantation;node;
node/4778548323;Tradex;Tradex;2.906872;11.14922;;;;Sud;;;historique_autorise;station_service;implantation;node;
node/4830324696;Bocom;Bocom;3.2581381;10.0617958;;;;Sud;;;historique_autorise;station_service;implantation;node;
node/4978902024;Total;Total;5.1587632;10.5130236;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/5079686621;"bocom Missoké";;4.064874;9.7424371;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/5128254854;"Total Nkomo";TOTAL;3.8480798;11.5535802;;;"Rue 4.255";Centre;;;historique_autorise;station_service;implantation;node;
node/5161969333;Bocom;;3.8209514;11.5221262;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5223383322;"Neptune Oil";;3.8121325;11.530033;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5236209023;PPSM;;4.0222015;11.5587225;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5555808709;Oilibya;;4.1659819;11.5349058;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5555956908;"Green oil";;4.5061535;12.1237585;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5584771154;Oilibya;;3.9979536;9.8940069;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/5655218821;"TOTAL Route Bamenda";TOTAL;5.4984473;10.3935763;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/5671968922;Oilibya;Oilibya;4.6346594;9.4413167;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/5714566002;"Station sans nom";Total;7.3628511;13.5688953;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5714575352;Pretrolex;;7.3736117;13.5661117;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5776915755;"MRS Melen";MRS;3.8639569;11.4980735;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5776960933;"Total Melen";Total;3.864161;11.4967746;"Yaoundé VI";;;Centre;;;historique_autorise;station_service;implantation;node;
node/5777057774;"MRS MOKOLO";MRS;3.8723525;11.4967994;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5896761285;"AXX SOPROPEC";;3.7812365;11.5259643;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/5943230937;Blessing;;7.4473157;13.5543682;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943236901;"BOCOM Malang";;7.439069;13.5553429;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943237575;"Total Dang";Total;7.429679;13.5561613;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943240914;"TRADEX Dang";;7.4339897;13.5559045;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943263446;Sahel;;7.4226049;13.5532685;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943270193;"Station sans nom";Oilibya;7.4076449;13.5488797;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943272547;"BOCOM Manwi";;7.3992292;13.5504324;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943293512;PETROLEX;;7.3763364;13.56583;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943296256;"TOTAL Manwi";;7.3652792;13.5676593;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943302059;"TOTAL Centre";;7.3198035;13.5778798;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943305911;"TRADEX Gare";;7.3379095;13.5877738;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943313617;"BOCOM Tongo";;7.3248715;13.5833502;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943323709;"CAMOCO ONAREF";;7.3190693;13.5755496;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943324758;"CAMOCO BALADJI 2";;7.321864;13.5741737;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5943421948;Blessing;;7.44398;13.5521;;;;Adamaoua;;;historique_autorise;station_service;implantation;node;
node/5971350587;CAMOCO;;4.4487138;11.6253735;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/6011132185;Total;Total;4.170355;11.5205482;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/6133234839;Gulfin;;3.7936765;10.1318195;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/6253284485;Petrolex;;4.0157067;9.1647173;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/6337753925;"Neptune Oil Bastos";;3.8923801;11.5121202;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/6383237385;"Green Oil Fuel Station";;3.4661788;11.5142601;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/6383237386;"Tradex Fuel Station";;3.8545306;10.5246027;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/6383237485;"Total Fuel Station";;3.520131;11.5122431;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/6383826313;"Station sans nom";private;5.4364169;10.043065;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/6468628983;Tradex;;3.7912224;10.1375289;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/6517745334;"Green Oil";;9.0147847;13.507417;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6684833088;"TOTAL Garoua Gare";TOTAL;9.3062006;13.3978647;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6684833089;Oilibya;;9.299566;13.3906455;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6684833090;"Cameroon Oil Company";;9.297598;13.399348;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6757251141;"TOTAL Garoua Rocade";TOTAL;9.3503899;13.4370618;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6757251142;"Tradex Lainde";;9.3438488;13.4296174;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6757251143;Mrs;;9.3065469;13.3982732;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6757251144;Camoco;;9.3068249;13.3984289;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6757251145;Total;;9.307199;13.3987437;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6757251146;Total;;9.3061021;13.3987146;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6757251147;Oilibya;;9.3063994;13.3987003;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/6772095955;"Green oil graissage";;3.8488474;11.4825093;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/6786934686;Olaxx;;5.4646452;10.4079567;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/6786934687;MRS;;5.487519;10.4080331;;;;Ouest;;;historique_autorise;station_service;implantation;node;
node/6869458574;"Station sans nom";Total;4.9225911;13.2899246;;;;Est;;;historique_autorise;station_service;implantation;node;
node/6869491722;"Station sans nom";Oilybia;4.9155843;13.2929367;;;;Est;;;historique_autorise;station_service;implantation;node;
node/7051950460;"Station sans nom";;9.9708303;13.6171943;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950461;"Station sans nom";;9.9709887;13.6170375;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950462;"Station sans nom";;9.9739084;13.6138576;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950463;"Station sans nom";;9.9659029;13.6170046;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950464;"Station sans nom";;9.966731;13.6174372;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950465;"Station sans nom";;9.9679431;13.6136865;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950466;"Station sans nom";;9.9680395;13.6126705;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950467;"Station sans nom";;9.9658154;13.6164395;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7051950468;"Station sans nom";;9.9676971;13.6143822;;;;Nord;;;historique_autorise;station_service;implantation;node;
node/7066191526;MRS;;4.1531671;9.2420744;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/7066191527;"Station sans nom";;4.1537267;9.2554715;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/7066191528;Oilshen;;4.1559009;9.263516;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/7066191529;Tradex;;4.1590125;9.2758219;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/7066191530;Blessing;;4.1577916;9.2986925;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/7066191531;"Station sans nom";;4.1494197;9.3003967;;;;Littoral;;;historique_autorise;station_service;implantation;node;
node/7131558856;Total;Total;3.8662781;11.5026352;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/7154176668;"Station sans nom";;3.8880772;11.4578207;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/7169281560;"Alpha Oil";;3.8954358;11.4564771;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/7232270918;"Station sans nom";;3.8630482;11.5260101;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/7232273107;Mrs;MRS;3.8697359;11.5336302;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/7232291265;"Neptune Oil";;3.8798368;11.5551522;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/7241776162;"Neptune Oil";;3.8854299;11.5517817;;;;Centre;;;historique_autorise;station_service;implantation;node;
node/7241799622;"Total Nkolmesseng";Total;3.8844898;11.5568896;;;;Centre;;;historique_autorise;station_service;implantation;node;
